name,roll_length,statement
"MONO TPU Satin",185,"UPDATE products SET roll_length=185, purchase_price=27300, delivery_price=4025, price_per_meter=46375, price_1_4=40950 WHERE name='MONO TPU Satin' LIMIT 1;"
"LLumar N 1020 SR PS 4",100,"UPDATE products SET roll_length=100, purchase_price=55737.5, price_1_4=26250, price_5_9=26250 WHERE name='LLumar N 1020 SR PS 4' LIMIT 1;"
"LLumar PPF 11.5MIL CLEAR CAP",300,"UPDATE products SET roll_length=300, purchase_price=153387.5, delivery_price=14350, price_per_meter=176400 WHERE name='LLumar PPF 11.5MIL CLEAR CAP' LIMIT 1;"
"LLumar PPF GLOSS",214,"UPDATE products SET roll_length=214, purchase_price=117250, delivery_price=10937.5, price_per_meter=134837.5 WHERE name='LLumar PPF GLOSS' LIMIT 1;"
"Premium",210,"UPDATE products SET roll_length=210, purchase_price=38937.5, delivery_price=5162.5, price_per_meter=58450 WHERE name='Premium' LIMIT 1;"
"Premium Matte",210,"UPDATE products SET roll_length=210, purchase_price=48300, delivery_price=6475, price_per_meter=72450 WHERE name='Premium Matte' LIMIT 1;"
"RAN   H",190,"UPDATE products SET roll_length=190, purchase_price=38062.5, delivery_price=5600, price_per_meter=64750, price_1_4=57137.5, price_5_9=52500 WHERE name='RAN   H' LIMIT 1;"
"RAN  M",190,"UPDATE products SET roll_length=190, purchase_price=38062.5, delivery_price=5600, price_per_meter=64750, price_1_4=57137.5, price_5_9=52500 WHERE name='RAN  M' LIMIT 1;"
"RAN  T",190,"UPDATE products SET roll_length=190, purchase_price=38062.5, delivery_price=5600, price_per_meter=64750, price_1_4=57137.5, price_5_9=52500 WHERE name='RAN  T' LIMIT 1;"
"LLumar S CL SR PS 4 (1,524)",100,"UPDATE products SET roll_length=100, purchase_price=33600, price_5_9=26250 WHERE name='LLumar S CL SR PS 4 (1,524)' LIMIT 1;"
"LLumar S CL SR PS 4 (1,83)",100,"UPDATE products SET roll_length=100, purchase_price=40250, price_5_9=35000 WHERE name='LLumar S CL SR PS 4 (1,83)' LIMIT 1;"
"LLumar S CL SR PS 8 (1,52)",200,"UPDATE products SET roll_length=200, purchase_price=57137.5, price_per_meter=65625, price_1_4=65625 WHERE name='LLumar S CL SR PS 8 (1,52)' LIMIT 1;"
"LLumar S CL SR PS 8 (1,83)",200,"UPDATE products SET roll_length=200, purchase_price=70525, price_per_meter=78750, price_1_4=78750 WHERE name='LLumar S CL SR PS 8 (1,83)' LIMIT 1;"
"LLumar S SI 20 SR PS 4",100,"UPDATE products SET roll_length=100, purchase_price=56875, price_1_4=56875, price_5_9=56875 WHERE name='LLumar S SI 20 SR PS 4' LIMIT 1;"
"LLumar SA 05 CH SR PS 4",100,"UPDATE products SET roll_length=100, price_per_meter=46375, price_5_9=46375, price_20_plus=48125 WHERE name='LLumar SA 05 CH SR PS 4' LIMIT 1;"
"LLumar SA 15 CH SR PS 4",100,"UPDATE products SET roll_length=100, price_per_meter=46375, price_5_9=46375, price_20_plus=48125 WHERE name='LLumar SA 15 CH SR PS 4' LIMIT 1;"
"LLumar SA 35 CH SR PS 4",100,"UPDATE products SET roll_length=100, price_per_meter=46375, price_5_9=46375, price_20_plus=48125 WHERE name='LLumar SA 35 CH SR PS 4' LIMIT 1;"
"LLumar SA 50 CH SR PS 4",100,"UPDATE products SET roll_length=100, price_per_meter=46375, price_5_9=46375, price_20_plus=48125 WHERE name='LLumar SA 50 CH SR PS 4' LIMIT 1;"
"Satin",200,"UPDATE products SET roll_length=200, purchase_price=31150, delivery_price=4112.5, price_per_meter=46725 WHERE name='Satin' LIMIT 1;"
"LLumar Valor",214,"UPDATE products SET roll_length=214, purchase_price=147000, delivery_price=13737.5, price_per_meter=169050 WHERE name='LLumar Valor' LIMIT 1;"
"Xside",200,"UPDATE products SET roll_length=200, purchase_price=29837.5, delivery_price=3937.5, price_per_meter=44800 WHERE name='Xside' LIMIT 1;"
